source,text,label
Twitter for Android,indihome simpati byu simpati lah ngehambat masih ada improvement sama sekali admin,negatif
Twitter for Android,sinyal lagi masalah,negatif
Twitter for Android,dosen asih tugas kayak semua mau,negatif
Twitter for Android,beli pulsa kok masuk masuk,negatif
Twitter for Android,pakai bikin emosi jiwa,negatif
Twitter for Android,kenapa lelet deh,negatif
Twitter for iPhone,3 lancar lo anjing,negatif
Twitter for Android,jaring by bagus kayak pakai wifi but enggak pakai ngegamee fuck,negatif
Twitter for iPhone,kenapa ci sebal,negatif
Twitter for Android,admin dm tolong balas,negatif
Twitter for Android,moonton kali 120ms asli boyy parah,negatif
Twitter for Android,bismillah semangat unduh,negatif
Twitter for Android,by jaring jelek sekarang,negatif
Twitter for Android,internetan oke cuma buat ngegame ha comment ditroll,negatif
Twitter for Android,guys kira kamu berapa lama ikut terjun main media sosial terus pernah sih cari tau kamu tipe warganet kayak bagaimana,negatif
Twitter for iPhone,sinyal telkomsel sama masih bobrok mana,negatif
Twitter for Android,bayar hasil kuota enggak tambah logout terus login tetap sama tolong respon,negatif
Twitter for Android,aplikasi enggak buka down,negatif
Twitter for Android,sial aku habis ada ingat mana tadi siap kuliah sama dosen ngeri,negatif
Twitter for iPhone,admin beberapa hari belakang sinyal laku apa jelek byu,negatif
Twitter for Android,halo outlet sudah tutup bagaimana bisa dapat kartu,negatif
Twitter for Android,admin dm tolong balas,negatif
Twitter for iPhone,harus tulis use indihome byu bagi consnya,negatif
Twitter for Android,halo admin bayar beli kartu lalu virtual akun mobile banking baca pasu codenya kok,negatif
Twitter for Android,mau kerja tugas malah lelet agak asu sekarang,negatif
Twitter for Android,byu sih kok pakai tethring laptop bisa aku ganti telkomsel lancar lancar,negatif
Twitter for iPhone,wahai provider hormat sinyal sudah cukup canda jangan ada lah youtube lancar aplikasi enggak bangsat,negatif
Twitter for iPhone,nyata daftar kuliah pilih jurus mudah tolong buat kemdikbudri bisa pas kelas 11,negatif
Twitter for Android,kenapa deh asa baik tadi malam sampai sekarang bisa buka terus,negatif
Twitter for Android,pikir pikir byu unlimited mulai khawatir,negatif
Twitter for Android,tahun nih terimakasih sudah bikin jaring lelet terus push rank jadi lose streak melulu,negatif
Twitter for Android,admin kok lelet byu,negatif
Twitter for Android,axis by telkomsel,negatif
Twitter for Android,happy anniversary bonus kok turun turun,negatif
Twitter for iPhone,kok hyebelin dari kemarin,negatif
Twitter for Android,lucu lama lama,negatif
Twitter for Android,nyata ku cocok pakai sesal,negatif
Twitter for Android,by kok lelet,negatif
Twitter for Android,emosi lelet terus ah,negatif
Twitter for Android,sinyal bisa begini byu,negatif
Twitter for Android,mau beli paket by tapi gopay kurang 2rb doang anjir,negatif
Twitter for Android,paling malas sini enggak sinyal lah main sudoku aku,negatif
Twitter for iPhone,kalau eror main main asih kuota,negatif
Twitter for Android,cuma di ketik kamu isi kuota status bayar hasil kuota masuk lebih 12 jam,negatif
Twitter for Android,malam beli paket enggak masuk danawallet padahal ter debet malam aplikasi juga lele,negatif
Twitter for iPhone,byu pakai streaming sama hotspot asyik cuma buat ngegame memang sampah,negatif
Twitter for Android,ini yampun 2 hari loh,negatif
Twitter for Android,jfb terimakasih,negatif
Twitter for iPhone,admin coba jelas sinyal sering hilang daerah kebumen kata satu tower sama telko,negatif
Twitter for Android,lagi sih anjir,negatif
Twitter for Android,tahi kuda lo,negatif
Twitter for Android,halo ada apa dengan pagi saya buka aplikasi beli kuota kok bisa,negatif
Twitter for Android,malas lama lama pakai kampret,negatif
Twitter for Android,halo kuota masih masuk bangsat jam 7 tadi di urus,negatif
Twitter for Android,kok tau main ponsel melulu,negatif
Twitter for Android,pulsa 400 ribu tiba hilang anjing,negatif
Twitter for iPhone,by kenapa anjing aplikasi tahi,negatif
Twitter for Android,kapan admin maintenancenya,negatif
Twitter for Android,lihat lihat makin hari byu makin kesal ya anjir,negatif
Twitter for iPhone,provider info lagi bisa akses manis,negatif
Twitter for Android,kok jelek begini sinyal by,negatif
Twitter for Android,awas habis byu minta update mau marah besar,negatif
Twitter for Android,kuota habis apa bagaimana ya buka twitter enggak buka ig mana lagi baik aplikasi zzz,negatif
Twitter for Android,sinyal hilang pas war kayak pas sayang sayang nya malah tinggal makin lama telkomsel makjn jelek,negatif
Twitter for Android,aplikasi enggak buka memang eror apa bagaimana,negatif
Twitter for Android,3g jauh lebih stabil banding 4g padahal simpati 4g lebih stabil kata sinyal punya telkomsel busuk deh,negatif
Twitter for Android,allah sinyal by,negatif
Twitter for Android,gara-gara nindy teman jadi begini moga moga,negatif
Twitter for Android,jangan main main kayak tadi indosat kayak anjing sekarang kayak babi,negatif
Twitter for Android,sesal ah pakai by lelet,negatif
Twitter for Android,bangsat sinyal nya buluk,negatif
Twitter for Android,lagi jelek,negatif
Twitter for Android,lagi deh masa bisa muat foto,negatif
Twitter for Android,sinyal jelek deh buset,negatif
Twitter for Android,kok jelek ini sinyal tumben,negatif
Twitter for Android,rokok entek kontol mbax cuek itil bangkitmelawan,negatif
Twitter for iPhone,sinyal jadi jelek byu,negatif
Twitter for Android,kuota ajar buat apa bjiiirrr,negatif
Twitter for iPhone,bangkai lah sinyal telkomsel sama sama busuk,negatif
Twitter for Android,byu sih biasa kayak begini cuma dar kirim pesan tunda buat main game padahal,negatif
Twitter for Android,istg di jelek,negatif
Twitter for Android,jaring lagi lelet apa bagaimana,negatif
Twitter for Android,woy kenapa,negatif
Twitter for Android,halo mbottt,negatif
Twitter for Android,admin tadi tuh beli kuota bayar nya sukses belum masuk masuk kuota,negatif
Twitter for iPhone,sesal betapa bodoh topup game bukan kartu telkomsel malah keliru kartu,negatif
Twitter for Android,sinyal kenapa hilang hilang byu,negatif
Twitter for Android,bagus sih,negatif
